peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
1.0,1.0,1.0,1118.0,16.0,7.0,2080.0,0.0,0.0,5.0,7.0,1529.0,2.1,13.0,12.0,62.0,4.7,1.0,528.0,156.0
1.0,1.0,0.0,531.0,17.0,10.0,1084.0,1.0,1.0,7.0,17.0,810.0,2.5,12.0,5.0,48.0,2.5,0.0,121.0,107.0
1.0,0.0,0.0,802.0,3.0,10.0,1001.0,0.0,1.0,4.0,8.0,1152.0,2.4,13.0,2.0,41.0,4.7,1.0,399.0,153.0
1.0,1.0,1.0,711.0,11.0,4.0,623.0,1.0,1.0,6.0,13.0,1226.0,2.2,16.0,4.0,46.0,3.8,1.0,624.0,141.0
1.0,0.0,0.0,776.0,11.0,5.0,3167.0,0.0,0.0,2.0,7.0,1988.0,2.4,15.0,9.0,53.0,2.5,0.0,344.0,97.0
1.0,0.0,1.0,1960.0,10.0,10.0,3874.0,0.0,1.0,10.0,11.0,1913.0,2.6,13.0,9.0,66.0,4.0,1.0,1797.0,165.0
1.0,0.0,0.0,1078.0,22.0,7.0,1570.0,0.0,1.0,2.0,16.0,1165.0,2.9,21.0,8.0,4.0,3.9,0.0,921.0,135.0
1.0,1.0,0.0,824.0,14.0,9.0,1593.0,1.0,0.0,2.0,21.0,1542.0,2.8,4.0,3.0,62.0,2.7,0.0,706.0,199.0
0.0,1.0,0.0,654.0,15.0,4.0,2502.0,1.0,1.0,3.0,19.0,1884.0,2.2,13.0,10.0,49.0,3.3,0.0,121.0,142.0
1.0,1.0,1.0,1492.0,11.0,10.0,2575.0,0.0,1.0,14.0,18.0,833.0,2.7,20.0,4.0,64.0,2.7,0.0,1484.0,136.0
1.0,1.0,1.0,541.0,8.0,4.0,3973.0,0.0,1.0,14.0,20.0,1525.0,2.2,12.0,7.0,59.0,4.4,1.0,249.0,119.0
1.0,0.0,1.0,571.0,10.0,10.0,2426.0,0.0,0.0,7.0,14.0,1662.0,2.7,11.0,4.0,17.0,2.5,1.0,442.0,102.0
1.0,1.0,1.0,1974.0,4.0,4.0,3646.0,0.0,0.0,12.0,17.0,1478.0,2.7,8.0,2.0,45.0,2.5,0.0,1791.0,150.0
1.0,1.0,0.0,1032.0,21.0,8.0,3212.0,0.0,1.0,5.0,12.0,1138.0,2.5,10.0,17.0,34.0,3.6,1.0,963.0,152.0
0.0,0.0,0.0,1465.0,18.0,6.0,2953.0,1.0,1.0,2.0,9.0,739.0,2.6,12.0,9.0,51.0,4.4,1.0,783.0,195.0
1.0,0.0,1.0,546.0,6.0,10.0,2289.0,1.0,1.0,3.0,17.0,1352.0,2.8,10.0,2.0,52.0,2.5,1.0,371.0,183.0
1.0,0.0,1.0,773.0,13.0,5.0,1947.0,0.0,1.0,6.0,17.0,1086.0,2.9,12.0,5.0,42.0,4.6,1.0,324.0,109.0
0.0,0.0,0.0,1989.0,20.0,10.0,1187.0,1.0,1.0,4.0,13.0,1968.0,2.9,22.0,4.0,42.0,3.4,1.0,1199.0,187.0
0.0,1.0,0.0,727.0,17.0,8.0,3353.0,1.0,0.0,11.0,14.0,1236.0,2.9,21.0,10.0,19.0,3.7,0.0,211.0,176.0
0.0,1.0,0.0,1903.0,9.0,3.0,2341.0,0.0,1.0,11.0,21.0,725.0,2.3,19.0,6.0,32.0,3.9,1.0,1469.0,104.0
1.0,0.0,1.0,612.0,17.0,7.0,1677.0,1.0,1.0,6.0,15.0,546.0,2.2,19.0,4.0,9.0,2.5,1.0,229.0,131.0
1.0,0.0,1.0,892.0,19.0,9.0,973.0,1.0,0.0,12.0,13.0,1715.0,2.9,12.0,7.0,22.0,5.0,0.0,239.0,106.0
0.0,0.0,0.0,834.0,13.0,4.0,2340.0,0.0,1.0,3.0,18.0,1552.0,2.8,17.0,8.0,23.0,4.5,1.0,270.0,135.0
1.0,1.0,0.0,1606.0,9.0,6.0,1183.0,1.0,0.0,7.0,15.0,837.0,2.2,17.0,4.0,9.0,3.1,1.0,325.0,103.0
1.0,0.0,1.0,1934.0,12.0,4.0,3341.0,0.0,1.0,12.0,20.0,1648.0,2.2,21.0,10.0,43.0,4.3,1.0,1727.0,187.0
1.0,1.0,1.0,1756.0,12.0,6.0,2576.0,0.0,1.0,3.0,12.0,968.0,2.2,7.0,11.0,52.0,2.6,0.0,1448.0,119.0
1.0,1.0,1.0,1249.0,19.0,5.0,922.0,1.0,1.0,4.0,18.0,773.0,2.1,12.0,2.0,35.0,2.5,1.0,778.0,159.0
1.0,0.0,0.0,586.0,6.0,10.0,2363.0,1.0,1.0,10.0,19.0,1188.0,2.4,9.0,4.0,23.0,2.5,0.0,70.0,162.0
0.0,1.0,0.0,1263.0,19.0,8.0,1341.0,0.0,0.0,2.0,19.0,1055.0,2.9,16.0,9.0,44.0,4.9,0.0,421.0,128.0
1.0,0.0,1.0,1856.0,19.0,8.0,3169.0,1.0,0.0,10.0,16.0,1291.0,2.9,22.0,5.0,18.0,2.8,1.0,715.0,163.0
1.0,1.0,1.0,762.0,11.0,10.0,1848.0,1.0,0.0,2.0,9.0,906.0,2.2,5.0,7.0,16.0,3.6,0.0,58.0,104.0
1.0,0.0,1.0,1506.0,9.0,7.0,1046.0,1.0,0.0,9.0,10.0,1068.0,2.5,13.0,8.0,7.0,5.0,0.0,55.0,169.0
0.0,0.0,0.0,511.0,3.0,8.0,1819.0,1.0,1.0,2.0,12.0,592.0,2.4,8.0,2.0,34.0,3.2,1.0,229.0,143.0
1.0,1.0,1.0,1165.0,20.0,3.0,3972.0,0.0,0.0,3.0,15.0,1854.0,2.7,13.0,6.0,12.0,3.4,0.0,582.0,198.0
1.0,1.0,0.0,825.0,16.0,7.0,2021.0,0.0,1.0,6.0,12.0,561.0,2.4,18.0,12.0,13.0,2.5,1.0,543.0,84.0
0.0,0.0,0.0,1554.0,21.0,9.0,1589.0,1.0,1.0,6.0,11.0,1485.0,2.6,21.0,15.0,21.0,4.6,0.0,363.0,148.0
1.0,0.0,1.0,1631.0,2.0,5.0,1310.0,0.0,0.0,2.0,7.0,1747.0,2.9,4.0,2.0,5.0,4.9,1.0,428.0,107.0
1.0,1.0,0.0,1993.0,20.0,8.0,3139.0,1.0,0.0,3.0,14.0,1399.0,2.5,13.0,15.0,11.0,4.9,1.0,1310.0,89.0
1.0,1.0,1.0,866.0,2.0,9.0,3986.0,0.0,0.0,16.0,19.0,1690.0,2.2,10.0,2.0,23.0,4.5,1.0,652.0,172.0
1.0,1.0,1.0,1029.0,9.0,3.0,2441.0,1.0,0.0,5.0,8.0,858.0,2.6,14.0,2.0,16.0,3.9,1.0,397.0,117.0
1.0,1.0,0.0,1391.0,7.0,4.0,3648.0,1.0,0.0,6.0,17.0,588.0,2.3,13.0,3.0,59.0,2.5,1.0,1228.0,190.0
1.0,1.0,0.0,1404.0,16.0,6.0,2336.0,1.0,0.0,3.0,12.0,1311.0,2.5,13.0,2.0,35.0,3.1,0.0,559.0,102.0
1.0,1.0,0.0,878.0,19.0,4.0,2394.0,1.0,0.0,17.0,19.0,1737.0,2.1,21.0,18.0,36.0,3.8,0.0,151.0,142.0
1.0,0.0,1.0,1085.0,6.0,7.0,1260.0,1.0,1.0,16.0,19.0,1998.0,2.1,18.0,2.0,9.0,4.8,0.0,939.0,140.0
1.0,0.0,0.0,543.0,6.0,7.0,2707.0,1.0,0.0,5.0,19.0,549.0,2.4,12.0,3.0,39.0,3.9,1.0,373.0,156.0
1.0,0.0,1.0,1107.0,16.0,3.0,3960.0,1.0,1.0,4.0,14.0,1826.0,2.7,21.0,11.0,4.0,3.9,1.0,52.0,105.0
0.0,0.0,0.0,1935.0,21.0,6.0,2472.0,1.0,1.0,3.0,13.0,1978.0,3.0,5.0,8.0,47.0,4.6,0.0,654.0,138.0
1.0,0.0,1.0,774.0,2.0,5.0,591.0,1.0,1.0,8.0,20.0,676.0,2.2,6.0,2.0,10.0,4.8,1.0,752.0,95.0
1.0,0.0,0.0,912.0,2.0,8.0,2579.0,0.0,0.0,7.0,11.0,1824.0,2.2,10.0,2.0,10.0,3.2,1.0,174.0,197.0
1.0,0.0,1.0,1146.0,16.0,3.0,2280.0,1.0,0.0,5.0,17.0,915.0,2.3,20.0,3.0,43.0,3.7,1.0,433.0,105.0
1.0,0.0,0.0,1143.0,10.0,8.0,843.0,0.0,0.0,3.0,11.0,721.0,2.7,4.0,9.0,8.0,4.9,0.0,407.0,104.0
0.0,1.0,0.0,941.0,7.0,10.0,918.0,0.0,1.0,12.0,15.0,1606.0,3.0,14.0,4.0,35.0,3.7,1.0,136.0,193.0
1.0,1.0,0.0,1890.0,22.0,9.0,2357.0,0.0,1.0,9.0,16.0,1963.0,2.5,8.0,12.0,57.0,3.5,1.0,863.0,102.0
0.0,0.0,0.0,1985.0,2.0,8.0,3704.0,0.0,0.0,2.0,19.0,1358.0,2.5,21.0,2.0,31.0,4.8,0.0,1614.0,200.0
1.0,0.0,1.0,1647.0,20.0,6.0,2740.0,0.0,0.0,18.0,20.0,1519.0,2.8,14.0,4.0,10.0,4.5,0.0,572.0,171.0
0.0,1.0,0.0,530.0,4.0,7.0,710.0,0.0,1.0,7.0,19.0,596.0,2.1,19.0,3.0,29.0,4.6,1.0,409.0,198.0
1.0,0.0,0.0,895.0,19.0,10.0,1185.0,0.0,0.0,5.0,7.0,1045.0,2.2,10.0,5.0,31.0,4.7,0.0,889.0,85.0
1.0,1.0,1.0,1257.0,20.0,7.0,3608.0,1.0,1.0,2.0,12.0,723.0,2.2,7.0,3.0,17.0,4.7,1.0,657.0,104.0
1.0,1.0,1.0,649.0,12.0,6.0,3520.0,0.0,0.0,5.0,9.0,1255.0,2.9,10.0,2.0,36.0,2.7,1.0,163.0,115.0
1.0,1.0,1.0,1436.0,5.0,10.0,2784.0,1.0,1.0,11.0,20.0,963.0,2.6,9.0,2.0,59.0,3.4,1.0,293.0,116.0
1.0,0.0,1.0,1474.0,21.0,4.0,3776.0,0.0,0.0,7.0,13.0,666.0,2.9,20.0,7.0,8.0,3.5,0.0,1078.0,166.0
1.0,1.0,1.0,828.0,20.0,8.0,508.0,0.0,0.0,2.0,12.0,1226.0,2.4,13.0,18.0,8.0,2.5,1.0,749.0,111.0
1.0,1.0,1.0,1805.0,20.0,3.0,2432.0,0.0,0.0,6.0,9.0,1823.0,2.3,8.0,11.0,14.0,2.9,1.0,99.0,116.0
1.0,1.0,1.0,1355.0,20.0,4.0,2150.0,0.0,0.0,4.0,16.0,1722.0,2.5,7.0,17.0,57.0,4.0,1.0,755.0,170.0
1.0,0.0,0.0,1044.0,17.0,8.0,3566.0,0.0,0.0,4.0,9.0,1606.0,2.5,4.0,3.0,8.0,3.2,1.0,70.0,193.0
1.0,1.0,0.0,1384.0,6.0,9.0,2554.0,1.0,0.0,10.0,21.0,1298.0,2.2,12.0,5.0,13.0,3.4,1.0,1224.0,131.0
0.0,1.0,0.0,1851.0,17.0,5.0,2612.0,1.0,1.0,16.0,20.0,514.0,2.9,17.0,9.0,17.0,2.5,1.0,251.0,85.0
1.0,1.0,1.0,742.0,22.0,6.0,1938.0,1.0,0.0,2.0,9.0,1526.0,3.0,11.0,13.0,43.0,4.5,1.0,186.0,98.0
1.0,1.0,1.0,1075.0,22.0,8.0,2657.0,1.0,1.0,4.0,14.0,1790.0,2.3,6.0,17.0,4.0,2.5,0.0,474.0,152.0
1.0,1.0,1.0,965.0,20.0,7.0,1703.0,1.0,0.0,6.0,13.0,1592.0,3.0,6.0,5.0,23.0,3.9,0.0,922.0,162.0
1.0,1.0,0.0,801.0,13.0,10.0,260.0,0.0,0.0,11.0,13.0,1435.0,2.7,6.0,9.0,6.0,3.6,1.0,283.0,135.0
1.0,0.0,1.0,1213.0,10.0,10.0,2284.0,0.0,0.0,4.0,7.0,697.0,2.4,19.0,3.0,43.0,3.2,1.0,791.0,171.0
1.0,0.0,0.0,880.0,20.0,7.0,1837.0,1.0,1.0,15.0,21.0,1133.0,2.6,18.0,13.0,51.0,2.5,1.0,660.0,103.0
0.0,0.0,0.0,1266.0,7.0,6.0,2340.0,1.0,1.0,10.0,14.0,1654.0,2.7,22.0,3.0,38.0,3.1,0.0,315.0,91.0
1.0,1.0,1.0,1269.0,9.0,7.0,2082.0,0.0,1.0,13.0,18.0,1831.0,2.4,14.0,2.0,17.0,2.5,0.0,731.0,162.0
1.0,0.0,1.0,1147.0,21.0,3.0,2132.0,0.0,1.0,5.0,10.0,1599.0,2.5,17.0,6.0,6.0,2.9,1.0,882.0,87.0
0.0,0.0,0.0,1450.0,19.0,10.0,907.0,0.0,0.0,12.0,21.0,917.0,2.6,14.0,8.0,58.0,3.1,1.0,534.0,189.0
0.0,1.0,0.0,853.0,12.0,6.0,641.0,1.0,1.0,2.0,8.0,1975.0,2.1,5.0,8.0,48.0,4.4,0.0,701.0,195.0
0.0,1.0,0.0,678.0,9.0,7.0,990.0,1.0,1.0,7.0,13.0,1232.0,2.8,11.0,8.0,28.0,4.2,1.0,418.0,125.0
1.0,0.0,0.0,624.0,18.0,5.0,1486.0,1.0,1.0,9.0,11.0,513.0,2.1,10.0,14.0,52.0,2.6,0.0,142.0,177.0
1.0,1.0,0.0,1070.0,3.0,7.0,2471.0,1.0,0.0,8.0,20.0,1838.0,2.7,9.0,2.0,16.0,3.1,1.0,170.0,106.0
1.0,0.0,0.0,1124.0,17.0,5.0,2011.0,0.0,0.0,5.0,12.0,1010.0,3.0,13.0,13.0,63.0,2.8,0.0,1079.0,116.0
1.0,0.0,0.0,645.0,11.0,5.0,2967.0,0.0,0.0,9.0,17.0,800.0,2.2,16.0,7.0,6.0,4.4,1.0,528.0,98.0
1.0,1.0,1.0,1593.0,2.0,6.0,350.0,1.0,1.0,11.0,16.0,1263.0,2.2,16.0,2.0,13.0,2.5,0.0,860.0,92.0
1.0,0.0,1.0,862.0,22.0,8.0,3848.0,0.0,1.0,3.0,12.0,824.0,2.3,5.0,2.0,53.0,2.5,0.0,669.0,159.0
1.0,0.0,1.0,1556.0,6.0,10.0,2128.0,0.0,1.0,11.0,20.0,750.0,2.9,9.0,2.0,29.0,3.7,0.0,452.0,152.0
0.0,1.0,0.0,1568.0,13.0,10.0,1818.0,0.0,1.0,9.0,14.0,1785.0,2.6,9.0,10.0,16.0,2.5,0.0,912.0,185.0
0.0,0.0,0.0,519.0,13.0,7.0,3385.0,1.0,0.0,7.0,18.0,1415.0,2.3,4.0,7.0,53.0,2.5,0.0,189.0,119.0
0.0,0.0,0.0,1886.0,12.0,9.0,2483.0,0.0,1.0,11.0,13.0,1822.0,2.9,13.0,7.0,53.0,3.4,0.0,204.0,165.0
1.0,0.0,1.0,1015.0,11.0,4.0,2149.0,0.0,0.0,3.0,21.0,1487.0,2.7,13.0,4.0,34.0,3.0,1.0,512.0,86.0
1.0,0.0,1.0,1040.0,6.0,4.0,831.0,1.0,1.0,2.0,11.0,1619.0,2.7,12.0,5.0,32.0,3.3,0.0,248.0,107.0
1.0,0.0,1.0,833.0,18.0,4.0,2022.0,0.0,0.0,2.0,8.0,1183.0,2.6,20.0,14.0,63.0,4.3,1.0,387.0,118.0
1.0,1.0,1.0,1058.0,17.0,3.0,2489.0,0.0,0.0,14.0,15.0,1503.0,2.2,18.0,14.0,4.0,3.1,1.0,200.0,189.0
1.0,1.0,1.0,1228.0,21.0,6.0,2460.0,1.0,0.0,18.0,21.0,1580.0,2.1,5.0,4.0,39.0,3.9,0.0,413.0,140.0
1.0,1.0,0.0,1151.0,2.0,6.0,702.0,1.0,0.0,5.0,18.0,1956.0,2.8,7.0,2.0,26.0,2.5,1.0,514.0,189.0
1.0,0.0,0.0,673.0,7.0,9.0,1654.0,1.0,0.0,6.0,19.0,920.0,2.1,16.0,3.0,10.0,2.9,1.0,655.0,125.0
1.0,1.0,0.0,886.0,19.0,9.0,2337.0,0.0,1.0,9.0,17.0,1514.0,2.7,9.0,14.0,8.0,3.7,1.0,207.0,164.0
1.0,0.0,1.0,518.0,19.0,6.0,1626.0,1.0,0.0,15.0,17.0,1780.0,3.0,11.0,5.0,47.0,3.4,1.0,90.0,134.0
0.0,1.0,0.0,1494.0,10.0,4.0,982.0,1.0,1.0,9.0,15.0,516.0,2.7,18.0,7.0,20.0,4.9,0.0,1085.0,143.0
1.0,0.0,0.0,1746.0,12.0,8.0,987.0,1.0,0.0,13.0,14.0,1474.0,2.5,9.0,3.0,38.0,4.8,1.0,1454.0,132.0
1.0,0.0,1.0,778.0,4.0,5.0,1111.0,0.0,0.0,3.0,15.0,1958.0,2.5,21.0,2.0,39.0,4.2,1.0,187.0,89.0
1.0,1.0,1.0,1798.0,22.0,4.0,1544.0,1.0,0.0,11.0,19.0,1160.0,2.7,17.0,3.0,31.0,2.7,0.0,313.0,125.0
0.0,0.0,0.0,865.0,12.0,5.0,3536.0,1.0,1.0,6.0,12.0,827.0,2.9,8.0,9.0,54.0,2.5,1.0,599.0,132.0
1.0,0.0,1.0,573.0,16.0,4.0,818.0,1.0,0.0,4.0,18.0,1950.0,2.2,5.0,7.0,20.0,4.8,0.0,479.0,137.0
1.0,1.0,1.0,585.0,12.0,7.0,293.0,0.0,0.0,11.0,21.0,1148.0,2.4,13.0,7.0,59.0,5.0,1.0,75.0,113.0
1.0,0.0,1.0,688.0,12.0,4.0,3425.0,0.0,0.0,5.0,15.0,1926.0,2.3,21.0,5.0,65.0,2.5,0.0,124.0,113.0
1.0,1.0,1.0,683.0,19.0,10.0,2205.0,1.0,1.0,7.0,9.0,1561.0,2.3,17.0,12.0,12.0,3.3,1.0,119.0,116.0
0.0,1.0,0.0,1641.0,15.0,9.0,1115.0,1.0,1.0,3.0,16.0,995.0,2.4,8.0,2.0,18.0,4.3,0.0,426.0,108.0
1.0,1.0,0.0,1443.0,3.0,9.0,1735.0,0.0,0.0,2.0,11.0,1332.0,3.0,13.0,2.0,40.0,2.5,0.0,1292.0,185.0
1.0,0.0,1.0,777.0,22.0,4.0,836.0,1.0,0.0,2.0,18.0,730.0,2.6,7.0,2.0,7.0,3.7,1.0,586.0,103.0
1.0,1.0,1.0,1253.0,5.0,7.0,3373.0,0.0,0.0,11.0,15.0,1405.0,2.1,11.0,4.0,28.0,4.7,0.0,463.0,166.0
0.0,0.0,0.0,1981.0,10.0,8.0,389.0,1.0,0.0,7.0,16.0,1785.0,2.7,5.0,4.0,44.0,4.9,1.0,1083.0,106.0
1.0,0.0,0.0,1391.0,20.0,9.0,3155.0,1.0,1.0,17.0,18.0,1874.0,2.2,7.0,16.0,51.0,2.5,1.0,83.0,141.0
0.0,1.0,0.0,1841.0,18.0,6.0,554.0,0.0,0.0,3.0,8.0,1054.0,2.8,13.0,3.0,8.0,2.9,0.0,1193.0,197.0
1.0,0.0,1.0,512.0,14.0,4.0,1674.0,1.0,1.0,15.0,19.0,1205.0,2.9,21.0,2.0,13.0,2.5,1.0,37.0,111.0
0.0,0.0,0.0,1435.0,12.0,10.0,3145.0,0.0,0.0,14.0,19.0,1020.0,2.6,22.0,10.0,18.0,4.2,1.0,994.0,155.0
1.0,0.0,1.0,889.0,3.0,6.0,2292.0,1.0,1.0,2.0,15.0,1416.0,2.5,14.0,2.0,51.0,4.2,1.0,132.0,103.0
1.0,0.0,1.0,1952.0,7.0,10.0,626.0,0.0,0.0,9.0,11.0,1112.0,2.3,17.0,4.0,14.0,3.5,0.0,963.0,155.0
0.0,1.0,0.0,678.0,12.0,8.0,2777.0,1.0,1.0,6.0,11.0,1985.0,3.0,5.0,5.0,45.0,2.5,1.0,351.0,89.0
0.0,1.0,0.0,1222.0,18.0,7.0,2468.0,1.0,0.0,5.0,7.0,536.0,2.2,20.0,6.0,4.0,2.5,1.0,913.0,87.0
1.0,0.0,0.0,819.0,10.0,9.0,2897.0,0.0,0.0,8.0,9.0,1119.0,2.6,18.0,3.0,14.0,2.5,1.0,800.0,146.0
1.0,1.0,1.0,1100.0,4.0,6.0,1282.0,0.0,0.0,3.0,10.0,1394.0,2.7,18.0,2.0,46.0,4.5,0.0,484.0,115.0
0.0,1.0,0.0,1154.0,7.0,10.0,2891.0,0.0,0.0,4.0,7.0,856.0,2.5,13.0,4.0,32.0,2.5,0.0,520.0,127.0
1.0,0.0,1.0,511.0,14.0,4.0,315.0,0.0,0.0,3.0,17.0,1196.0,2.2,21.0,8.0,36.0,4.3,1.0,496.0,167.0
1.0,1.0,1.0,1336.0,11.0,4.0,3460.0,1.0,0.0,7.0,9.0,628.0,2.5,13.0,4.0,25.0,2.7,0.0,92.0,189.0
1.0,0.0,1.0,811.0,19.0,7.0,1259.0,1.0,0.0,12.0,18.0,1234.0,2.3,18.0,3.0,26.0,4.9,0.0,363.0,171.0
1.0,0.0,1.0,1990.0,8.0,5.0,2633.0,1.0,1.0,5.0,19.0,1023.0,2.7,9.0,2.0,55.0,2.5,1.0,907.0,138.0
1.0,0.0,0.0,513.0,4.0,10.0,3150.0,1.0,1.0,9.0,20.0,766.0,3.0,8.0,3.0,15.0,3.2,1.0,363.0,154.0
1.0,1.0,1.0,1975.0,18.0,3.0,1254.0,1.0,0.0,6.0,8.0,1968.0,2.2,21.0,17.0,50.0,2.8,1.0,1244.0,146.0
0.0,0.0,0.0,1765.0,15.0,3.0,1745.0,1.0,0.0,3.0,9.0,932.0,2.9,11.0,2.0,56.0,4.1,1.0,1571.0,82.0
1.0,1.0,1.0,1879.0,4.0,10.0,3927.0,0.0,0.0,3.0,10.0,661.0,2.7,12.0,2.0,26.0,4.2,1.0,926.0,153.0
1.0,0.0,1.0,1161.0,21.0,5.0,2353.0,1.0,1.0,9.0,10.0,571.0,2.8,12.0,12.0,6.0,2.5,1.0,353.0,172.0
0.0,1.0,0.0,890.0,6.0,10.0,296.0,0.0,1.0,11.0,15.0,825.0,2.4,13.0,2.0,41.0,2.5,0.0,632.0,189.0
1.0,1.0,0.0,1811.0,6.0,5.0,1182.0,1.0,1.0,5.0,8.0,676.0,2.2,6.0,3.0,23.0,4.9,1.0,578.0,200.0
1.0,1.0,0.0,544.0,11.0,4.0,427.0,0.0,0.0,2.0,9.0,1319.0,2.1,13.0,8.0,14.0,3.5,1.0,433.0,156.0
1.0,0.0,1.0,1804.0,10.0,9.0,424.0,1.0,1.0,8.0,9.0,774.0,2.6,17.0,9.0,10.0,3.2,0.0,554.0,136.0
0.0,0.0,0.0,702.0,15.0,3.0,363.0,1.0,0.0,3.0,8.0,1950.0,2.2,12.0,6.0,7.0,4.9,1.0,653.0,138.0
0.0,1.0,0.0,1170.0,16.0,4.0,3929.0,1.0,1.0,5.0,7.0,1466.0,2.9,17.0,13.0,14.0,2.5,1.0,856.0,119.0
1.0,0.0,1.0,1080.0,4.0,6.0,1461.0,0.0,1.0,3.0,8.0,934.0,2.7,21.0,3.0,62.0,2.5,1.0,270.0,106.0
1.0,0.0,1.0,1221.0,19.0,10.0,672.0,1.0,1.0,5.0,18.0,1627.0,2.1,10.0,4.0,52.0,2.5,0.0,10.0,109.0
1.0,1.0,1.0,1009.0,11.0,4.0,1007.0,1.0,0.0,4.0,14.0,853.0,3.0,16.0,9.0,56.0,4.3,0.0,790.0,103.0
1.0,0.0,1.0,587.0,6.0,5.0,3023.0,1.0,0.0,4.0,14.0,1878.0,2.4,20.0,5.0,58.0,4.8,0.0,237.0,184.0
0.0,0.0,0.0,1926.0,13.0,3.0,1304.0,1.0,0.0,9.0,15.0,529.0,2.9,15.0,6.0,55.0,2.7,0.0,69.0,130.0
1.0,1.0,0.0,1739.0,5.0,4.0,2229.0,1.0,0.0,4.0,11.0,566.0,2.7,16.0,3.0,10.0,5.0,0.0,855.0,132.0
1.0,0.0,1.0,894.0,8.0,4.0,799.0,0.0,0.0,3.0,8.0,1474.0,2.3,13.0,6.0,22.0,5.0,1.0,445.0,171.0
0.0,1.0,0.0,1708.0,14.0,4.0,3266.0,0.0,1.0,3.0,18.0,1110.0,2.1,15.0,12.0,54.0,4.9,1.0,132.0,185.0
1.0,1.0,1.0,1213.0,21.0,5.0,3134.0,1.0,0.0,2.0,19.0,1878.0,3.0,4.0,11.0,66.0,3.3,1.0,602.0,100.0
1.0,1.0,0.0,1383.0,7.0,7.0,3836.0,1.0,0.0,9.0,19.0,1833.0,2.9,15.0,4.0,45.0,3.4,1.0,613.0,152.0
1.0,0.0,1.0,1320.0,6.0,10.0,3299.0,1.0,1.0,7.0,9.0,1768.0,2.8,18.0,3.0,24.0,2.5,0.0,293.0,124.0
1.0,1.0,1.0,1254.0,22.0,6.0,1466.0,0.0,1.0,5.0,9.0,1182.0,3.0,22.0,7.0,52.0,3.2,1.0,927.0,146.0
1.0,1.0,1.0,825.0,8.0,9.0,3483.0,0.0,1.0,10.0,12.0,1802.0,2.4,10.0,4.0,10.0,2.7,0.0,402.0,102.0
0.0,0.0,0.0,1236.0,20.0,8.0,1382.0,1.0,1.0,3.0,12.0,1983.0,2.3,15.0,15.0,47.0,3.9,1.0,195.0,177.0
1.0,0.0,1.0,1473.0,6.0,5.0,2018.0,1.0,0.0,6.0,18.0,785.0,3.0,20.0,2.0,45.0,3.8,1.0,1200.0,108.0
1.0,1.0,1.0,595.0,22.0,7.0,1826.0,0.0,1.0,5.0,15.0,1984.0,2.2,16.0,4.0,14.0,3.6,1.0,289.0,82.0
1.0,1.0,0.0,1991.0,2.0,4.0,342.0,1.0,0.0,15.0,19.0,1261.0,2.5,6.0,2.0,15.0,3.2,0.0,1212.0,99.0
1.0,0.0,1.0,876.0,15.0,3.0,1377.0,0.0,0.0,5.0,17.0,1871.0,2.4,21.0,2.0,32.0,4.6,0.0,165.0,154.0
1.0,1.0,0.0,1745.0,5.0,8.0,403.0,1.0,0.0,2.0,7.0,714.0,2.6,12.0,3.0,51.0,4.5,0.0,1133.0,101.0
0.0,0.0,0.0,1145.0,13.0,6.0,669.0,1.0,1.0,10.0,19.0,674.0,2.9,16.0,2.0,56.0,2.5,0.0,580.0,97.0
1.0,1.0,0.0,1800.0,10.0,10.0,2887.0,0.0,1.0,6.0,10.0,1159.0,2.1,4.0,9.0,29.0,2.8,0.0,1696.0,90.0
1.0,0.0,0.0,1396.0,21.0,5.0,3894.0,0.0,1.0,9.0,20.0,991.0,2.2,21.0,6.0,19.0,4.0,1.0,258.0,168.0
1.0,0.0,1.0,1878.0,11.0,6.0,612.0,0.0,0.0,3.0,10.0,1650.0,2.8,8.0,8.0,66.0,2.7,1.0,1155.0,172.0
1.0,1.0,1.0,1431.0,11.0,4.0,1367.0,0.0,0.0,5.0,11.0,1263.0,2.3,18.0,5.0,54.0,2.5,0.0,607.0,88.0
1.0,1.0,0.0,1918.0,3.0,9.0,822.0,0.0,0.0,8.0,14.0,831.0,2.6,13.0,2.0,58.0,2.5,0.0,93.0,131.0
0.0,1.0,0.0,1577.0,16.0,10.0,3124.0,1.0,0.0,2.0,9.0,897.0,2.3,6.0,8.0,18.0,2.5,0.0,128.0,166.0
1.0,1.0,1.0,1726.0,13.0,9.0,3380.0,1.0,1.0,13.0,15.0,1450.0,2.8,4.0,8.0,47.0,2.5,1.0,572.0,140.0
1.0,0.0,1.0,848.0,12.0,7.0,3625.0,1.0,1.0,6.0,11.0,732.0,2.1,17.0,5.0,29.0,2.5,1.0,64.0,114.0
1.0,1.0,1.0,521.0,16.0,8.0,2755.0,0.0,0.0,9.0,15.0,522.0,2.8,19.0,2.0,33.0,4.3,0.0,266.0,147.0
1.0,0.0,1.0,1034.0,9.0,3.0,2564.0,0.0,1.0,3.0,7.0,1428.0,2.4,5.0,4.0,57.0,4.5,0.0,779.0,111.0
